年,月,日,描述,类别,金额,纬度,经度
2023,9,14,沖縄,⛱️打卡,0,26.3419322146281,127.964656050231
2023,9,14,沖縄,⛱️打卡,0,26.3318958660993,127.956151777719
2023,9,14,沖縄,⛱️打卡,0,26.3243192162423,127.966640778973
2023,9,14,沖縄,⛱️打卡,0,26.3107461877308,127.957438571061
2023,9,14,沖縄,⛱️打卡,0,26.3167556203239,127.960809198392
2023,9,14,沖縄,⛱️打卡,0,26.3265872638184,127.95524517245
2023,9,18,2024年JAL日历,🛒生活费,JP¥584,35.15472492165610,136.9614675395190
2023,9,18,果汁,🛒生活费,JP¥114,35.15464356453870,136.9613719290480
2023,9,18,三明治,🛒生活费,JP¥298,35.15412023583810,136.9630976695470
2023,9,18,鸡蛋,🛒生活费,JP¥340,35.15399833892050,136.9632114712850
2023,9,19,食堂,🛒生活费,JP¥550,35.15344704208420,136.9628139940880
2023,9,20,麦茶,🛒生活费,JP¥186,35.15410355515600,136.9630668573000
2023,9,20,毕业欢送会,⛱️打卡,0,35.16298275077996,136.96525280269321
2023,9,21,食堂,🛒生活费,JP¥646,35.15478243536690,136.9615024926980
2023,9,21,水,🛒生活费,JP¥116,35.1547698028014,136.9614591203640
2023,9,22,地铁,🍻社交费,JP¥270,35.17169418517926,136.8842146196761
2023,9,23,网上超市,🛒生活费,JP¥3641,35.15212509784396,136.9582016767347
2023,9,23,研究室聚餐,🍻社交费,JP¥4600,35.15208633154179,136.9581561630005
2023,9,23,地铁,🍻社交费,JP¥270,35.1521111132769,136.958128807098
2023,9,23,超市买菜,🛒生活费,JP¥7886,35.15342852569665,136.9504356758082
2023,9,23,张峥茂婚礼礼金,🍻社交费,CN¥800,35.15213549607335,136.9581831328737
2023,9,23,护肤品,💊健康医药费,JP¥9300,35.15208450511544,136.9581404403651
2023,9,25,地铁,🛒生活费,JP¥210,35.1372514130046,136.9634080131734
2023,9,25,地铁,🛒生活费,JP¥210,35.13558348251303,136.9616965465983
2023,9,25,印度咖喱套餐,🍻社交费,JP¥72,35.144326602894516,136.95521693126173
2023,9,25,地铁,🛒生活费,JP¥210,35.15452762369883,136.961828330232
2023,9,26,饮料,🛒生活费,JP¥138,35.15403375445727,136.9630201051361
2023,9,28,毕业典礼侯博士吃饭,🍻社交费,CN¥45,35.15201709702159,136.9582231344068
2023,9,28,心理咨询,💊健康医药费,CN¥300,35.15206696130829,136.9581436470586
2023,9,29,外食,🍻社交费,JP¥980,35.15079072176865,136.9659491669371
2023,9,29,坚果 冰棒,🛒生活费,JP¥531,35.15416386804679,136.9631914698123
2023,9,29,肯德基外卖,🛒生活费,JP¥1716,35.15205091800098,136.9581543189818
2023,9,30,垃圾袋,🛒生活费,JP¥445,35.15334582581177,136.9503078039275
2023,9,30,超市买菜,🛒生活费,JP¥3690,35.15340157351206,136.9503595007302
2023,10,19,和森田君吃KFC,⛱️打卡,JP¥3000,35.1443951310452,136.946151653995
2023,11,16,水,🐼特别支出,JP¥116,35.15415963720079,136.9631034975284
2023,11,16,新干线往返,🐼特别支出,JP¥11880,34.73341427109381,135.4999251884358
2023,11,16,お土産,🐼特别支出,JP¥2140,34.73352631506902,135.4995913843682
2023,11,16,地铁,🐼特别支出,JP¥410,35.1748296199694,136.8794376031839
2023,11,16,星巴克,🐼特别支出,JP¥700,34.69338633025421,135.49417755756477
2023,11,16,拉面,🐼特别支出,JP¥1200,34.69299204954793,135.49365698439405
2023,11,17,小胖烧烤,🍻社交费,JP¥3000,35.166166781611295,136.91373939587217
2023,11,18,居酒屋 とりとり亭,🍻社交费,JP¥4000,35.16331163259748,136.96435702982959
2023,11,18,iPhone11全套,🛸其他,JP¥80445,35.15204196764883,136.9582021773063
2023,11,18,回国购化妆品,🛸其他,JP¥1500,35.15204196764883,136.9582021773063
2023,12,1,まるさ水産　鲜鱼料理,🍻社交费,JP¥3300,35.13731305619411,136.93387989444042
2023,12,2,越南米粉,🍻社交费,JP¥980,35.15839331489929,136.90299020571925
2023,12,2,外套,🥳趣味费,JP¥28160,35.16745265170601,136.90776929164616
2023,12,3,香港飲茶点心 千琇 栄店,🍻社交费,CN¥3200,35.162881490690886,136.90839034441626
2023,12,4,理发,🛒生活费,JP¥1350,35.13642257660308,136.9627963801289
2023,12,4,便利店,🛒生活费,JP¥1000,35.15210307197274,136.9580534855008
2023,12,4,箱子,🛒生活费,JP¥370,35.15206540045946,136.9581186093399
2023,12,4,电池,🛒生活费,JP¥1180,35.15208706746349,136.9581185123137
2023,12,4,优衣库裤子,🥳趣味费,JP¥3990,35.15212479872184,136.958093599288
2023,12,4,保暖内衣,🥳趣味费,JP¥1980,35.1521007030458,136.9580965374338
2023,12,5,地铁,🛒生活费,JP¥240,35.13718350890461,136.9633011835403
2023,12,5,無印 喷头 保鲜袋,🛒生活费,JP¥648,35.1635597708933,136.9087833429746
2023,12,5,地铁,🛒生活费,JP¥240,35.17004965867416,136.9080656406496
2023,12,5,超市买菜,🛒生活费,JP¥1326,35.15209758231373,136.9581982885087
2023,12,5,包装材,🛒生活费,JP¥1526,35.15212982156658,136.9581612222849
2023,12,6,机场接机,🛸其他,JP¥1340,34.8605597773532,136.8153957639952
2023,12,6,居酒屋晚饭,🛸其他,JP¥9585,35.14223863646924,136.90123810628955
2023,12,6,送机 回家,🛸其他,JP¥4020,34.86002339091996,136.8158803663417
2023,12,7,公交地铁,🛒生活费,JP¥420,35.15735612665934,136.9364135565833
2023,12,7,麦当劳,🛒生活费,JP¥680,35.1495943143412,136.9387509762038
2023,12,7,杭州-北京机票+杭州一晚酒店,🛸其他,CN¥595,35.15216471529533,136.9581779154076
2023,12,8,水,🛒生活费,JP¥108,35.15409004146823,136.9631829017613
2023,12,8,食堂,🛒生活费,JP¥640,35.15630135435494,136.9658975007919
2023,12,8,名大纪念品,🛒生活费,JP¥2869,35.15628082174977,136.9653915606937
2023,12,8,地铁,🛒生活费,JP¥210,35.16639423656893,136.9511498221955
2023,12,8,油,🛒生活费,JP¥267,35.15340205719875,136.9503553973928
2023,12,8,公交,🛒生活费,JP¥210,35.1534325747466,136.9503562675379
2023,12,9,超市买菜,🛒生活费,JP¥814,35.13684253338826,136.9633845528539
2023,12,9,小分瓶,🛒生活费,JP¥600,35.13677944549447,136.9630661327919
2023,12,10,大阪烧 酱汁,🛒生活费,JP¥535,35.15207356277343,136.9581410962617
2023,12,10,外卖,🛒生活费,JP¥2008,35.15197214491413,136.9581902751109
2023,12,11,地铁,🛒生活费,JP¥480,35.14746044884684,136.9478661824255
2023,12,11,水,🛒生活费,JP¥108,35.15712616657814,136.9585904952475
2023,12,11,水 珐琅盒,🛒生活费,JP¥2001,35.15202700996836,136.9580870490917
2023,12,12,吉野家,🛒生活费,JP¥655,35.14310132776413,136.9555108837797
2023,12,13,ゆうバック 书,🛒生活费,JP¥1270,35.15217468156249,136.9581485191226
2023,12,13,ゆうバック　生活用品,🛒生活费,JP¥1590,35.1521201111085,136.9581575064181
2023,12,13,三明治,🛒生活费,JP¥286,35.15239684746333,136.9618064671059
2023,12,13,煎饺定食,🛒生活费,JP¥913,35.34010397472439,137.1332874289675
2023,12,13,去多治見　交通费,🛒生活费,JP¥1500,35.33482238260385,137.1202954087158
2023,12,13,衣架,🛒生活费,JP¥500,35.19188197114966,136.9402853994848
2023,12,13,便利店早餐,🛒生活费,JP¥575,35.15407649888414,136.9630338911149
2023,12,13,打印,🛒生活费,JP¥80,35.15402139999647,136.9631146731433
2023,12,14,杭州酒店,🛒生活费,CN¥180,35.15195910927351,136.9580841963719
2023,12,14,啤酒,🛒生活费,JP¥224,35.15282407378163,136.9533988690623
2023,12,14,和森田君吃午饭 MANDALAY,🛒生活费,JP¥1600,35.153370271855664,136.95524189855982
2023,12,14,炸鸡外卖,🛒生活费,JP¥3175,35.1521189306049,136.9581440954791
2023,12,16,杭州酒店,🛒生活费,CN¥180,35.15206998130997,136.9580852144991
2023,12,16,杭州飞北京 大兴机场线,🛒生活费,CN¥465.49,35.15209805318536,136.9581192640548
2023,12,16,パセリ　コーヒー,🛒生活费,JP¥687,35.13703501763485,136.9632571601929
2023,12,16,打印照片,🛒生活费,JP¥200,35.15407491003597,136.9629614028201
2023,12,16,coco咖喱,🛒生活费,JP¥1249,35.144658903448324,136.95344099168736
2023,12,17,鳗鱼饭,🛒生活费,JP¥9600,35.16698412575979,136.908028320314
2023,12,18,洗衣服,🛒生活费,JP¥400,35.16735150570517,136.8956298601607
2023,12,18,地铁一日券,🛒生活费,JP¥760,35.16844502802249,136.897654950561
2023,12,18,すき焼き,🛒生活费,JP¥1130,35.15955618631176,136.9586155684021
2023,12,18,饮料,🛒生活费,JP¥170,35.1568172837283,136.9586434796749
2023,12,18,北京飞上海,🛒生活费,JP¥728,35.15444797063012,136.9618217103464
2023,12,18,面包,🛒生活费,JP¥178,35.15403388829451,136.9629940561529
2023,12,18,上海到杭州高铁,💊健康医药费,CN¥73,35.15429724235339,136.961932711528
2023,12,18,とりとり亭　张老师请客,🗺️打卡,JP¥0,35.16353992090735,136.964470037074
2023,12,19,机场线,🛒生活费,JP¥830,34.860838628388,136.8184250480781
2023,12,19,机场酒店,🛒生活费,JP¥293,34.86082695076361,136.8184249697316
2023,12,19,水,🛒生活费,JP¥130,34.8585626133267,136.8126818486554
2023,12,19,地铁,🛒生活费,JP¥4,31.19945466837508,121.4767288194603
2023,12,19,地铁,🛒生活费,CN¥4,31.19949710361193,121.4767202217085
2023,12,20,杭州地铁,🛒生活费,CN¥5,30.31221378828252,120.0914397445944
2023,12,20,修车,🗺️打卡,JP¥0,30.23910140790103,119.9861694146266
2023,12,20,杭州地铁,🛒生活费,CN¥9,30.26323570940519,120.4382099627954
2023,12,20,上海到家快递费,🛒生活费,JP¥165,30.26350175890249,120.4409077691234
2023,12,20,北京酒店,🛒生活费,CN¥283,30.26362746668737,120.4408678748537
2023,12,21,西湖龙井,🍻社交费,CN¥788,30.23987418477015,120.4343137362806
2023,12,22,袜子,🛒生活费,CN¥54,39.94121977195921,116.3462673904004
2023,12,22,呷哺呷哺,🛒生活费,CN¥73,39.94007008848303,116.3476811498367
2023,12,22,星巴克,🛒生活费,CN¥30,39.93652184071354,116.3206439458695
2023,12,23,打卡,🗺️打卡,JP¥0,39.97630128974151,116.4181100045909
2023,12,23,空港易行,🛒生活费,CN¥6.2,39.98588028196579,116.4182752148058
2023,12,24,修电脑,🛒生活费,JP¥1200,31.18566732191959,121.4236273527321
2023,12,24,苹果,🍻社交费,CN¥124,31.2467337044677,121.3743850199266
2023,12,25,打车,🛒生活费,CN¥45.9,31.19741286397375,121.3214727203589
2023,12,25,水果,🛒生活费,CN¥50.13,25.09459922208567,102.743441503467
2023,12,25,棒棒鸡,🛒生活费,CN¥50.13,25.09824912212178,102.7478134802213
2023,12,26,屏幕清洁布,🛒生活费,CN¥81,25.09824043131473,102.750426055793
2023,12,27,修移动硬盘,🛒生活费,JP¥70,25.05996575523151,102.7043865802805
2023,12,28,皮带 胸包,🛒生活费,CN¥569,24.53376276092203,103.7639224531482
2024,1,22,锦辉广场,🗺️打卡,JP¥0,24.53582849794605,103.7604374197354
2024,1,23,打卡,🗺️打卡,JP¥0,25.09860747480054,102.7502056335267
2024,1,25,串串,🗺️打卡,JP¥0,30.67046691534189,104.0521274120628
2024,1,25,四川省博物馆,🗺️打卡,JP¥0,30.65955661220549,104.0615580794141
2024,1,25,住宿,🗺️打卡,JP¥0,30.66263915164633,104.0528453470235
